"Gene.symbol","Gene.chromosome.primaryIdentifier","Gene.chromosomeLocation.start","Gene.chromosomeLocation.end","Gene.chromosomeLocation.strand","Gene.featureType"
"ALD6","chrXVI","432588","434090","1","ORF"
"COX16","chrX","432644","433000","1","ORF"
"SPE4","chrXII","432823","433725","-1","ORF"
"","chrIV","432925","433248","-1","ORF"
"BYE1","chrXI","433093","434877","-1","ORF"
"","chrVII","433214","433579","-1","ORF"
"OST1","chrX","433221","434651","-1","ORF"
"","chrIX","433389","433721","-1","ORF"
"APC11","chrIV","433497","433994","1","ORF"
"ASE1","chrXV","433688","436345","-1","ORF"
"","chrXII","433870","434058","1","ORF"
"PAU15","chrIX","433929","434303","1","ORF"
"SMD3","chrXII","434158","434463","-1","ORF"
"","chrIV","434264","434336","-1","tRNA gene"
"RXT2","chrII","434406","435698","-1","ORF"
"MFM1","chrXVI","434523","435764","1","ORF"
"","chrV","434541","434612","-1","tRNA gene"
"PEP3","chrXII","434641","437397","1","ORF"
"ADH3","chrXIII","434788","435915","1","ORF"
"AVT4","chrXIV","434999","437140","1","ORF"
"PRE3","chrX","435163","435926","1","ORF"
"","chrIX","435273","435983","-1","ORF"
"AUR1","chrXI","435580","436785","1","ORF"
"HOP2","chrVII","435625","436401","1","ORF"
"","chrV","435752","435824","-1","tRNA gene"
"","chrXVI","435893","435964","-1","tRNA gene"
"","chrII","436021","436713","1","ORF"
"","chrIV","436567","436824","-1","ORF"
"AGA2","chrVII","436570","436833","-1","ORF"
"","chrXIII","436628","437416","1","ORF"
"","chrVIII","436647","436958","1","ORF"
"AVT1","chrX","436802","438610","1","ORF"
"VPS15","chrII","436951","441315","1","ORF"
"","chrIX","437043","438179","-1","blocked reading frame"
"MRP17","chrXI","437097","437492","-1","ORF"
"CDC23","chrVIII","437170","439050","-1","ORF"
"","chrV","437191","437532","1","ORF"
"","chrV","437267","437803","-1","ORF"
"","chrXVI","437333","442742","-1","transposable element gene"
"","chrXI","437416","437535","1","ORF"
"RPL24A","chrVII","437467","437934","-1","ORF"
"","chrXIII","437491","438789","1","ORF"
"MIC27","chrXIV","437613","438317","1","ORF"
"GID11","chrXII","437631","439823","-1","ORF"
"","chrIV","437772","437853","1","tRNA gene"
"DID4","chrXI","437778","438544","1","ORF"
"","chrV","437952","438344","-1","ORF"
"","chrIX","437994","438179","-1","pseudogene"
"RPT2","chrIV","438047","439360","1","ORF"
"OCA1","chrXIV","438567","439283","-1","ORF"
"","chrXV","438643","438738","1","tRNA gene"
"","chrV","438700","438773","1","tRNA gene"
"MET14","chrXI","438777","439385","-1","ORF"
"MPP10","chrX","438865","440646","1","ORF"
"LPL1","chrXV","438906","440258","-1","ORF"
"RPL30","chrVII","439091","439638","1","ORF"
"SEG1","chrXIII","439208","442090","1","ORF"
"THP2","chrVIII","439342","440127","1","ORF"
"RAS2","chrXIV","439602","440570","-1","ORF"
"GDI1","chrV","439616","440971","1","ORF"
"PTC1","chrIV","439909","440754","1","ORF"
"CGR1","chrVII","440063","440425","1","ORF"
"","chrXII","440370","440456","-1","ORF"
"MTG2","chrVIII","440377","441933","1","ORF"
"SLD7","chrXV","440390","441163","-1","ORF"
"STM1","chrXII","440467","441288","1","ORF"
"VPS1","chrXI","440608","442722","-1","ORF"
"","chrVII","440716","440807","-1","tRNA gene"
"PLS1","chrXIV","440797","440919","-1","ORF"
"MRX12","chrX","440994","442553","-1","ORF"
"MED2","chrIV","441014","442309","-1","ORF"
"SCW11","chrVII","441281","442909","-1","ORF"
"PHO23","chrXIV","441366","442358","-1","ORF"
"","chrV","441373","441819","-1","ORF"
"","chrXIV","441431","441586","1","ORF"
"MMS4","chrII","441515","443590","1","ORF"
"CKA2","chrXV","441534","442553","1","ORF"
"","chrV","441575","441880","1","ORF"
"PCD1","chrXII","441715","442737","-1","ORF"
"SCR1","chrV","441987","442508","1","ncRNA gene"
"","chrXIII","442026","442364","-1","ORF"
"DBP8","chrVIII","442181","443476","1","ORF"
"PDL32","chrXIII","442527","443381","1","ORF"
"","chrXV","442725","443531","-1","ORF"
"SAG1","chrX","442909","444861","-1","ORF"
"","chrII","442924","443307","-1","ORF"
"","chrXII","442958","444688","-1","ORF"
"","chrXIV","443006","443119","1","tRNA gene"
"ATP16","chrIV","443029","443511","1","ORF"
"","chrV","443202","443275","-1","tRNA gene"
"","chrII","443211","443549","1","ORF"
"PAP1","chrXI","443232","444938","1","ORF"
"RPS7B","chrXIV","443398","444315","-1","ORF"
"VBA1","chrXIII","443414","445102","-1","ORF"
"CWH41","chrVII","443642","446143","-1","ORF"
"","chrV","443756","449024","-1","transposable element gene"
"FES1","chrII","443821","444693","-1","ORF"
"NMD3","chrVIII","443828","445384","1","ORF"
"GRX5","chrXVI","444579","445031","1","ORF"
"MCD1","chrIV","444683","446383","1","ORF"
"RPL3","chrXV","444686","445849","1","ORF"
"","chrXIV","444912","446840","-1","ORF"
"EXO84","chrII","445062","447323","-1","ORF"
"OSH6","chrXI","445381","446727","1","ORF"
"ACS2","chrXII","445524","447575","-1","ORF"
"YTA12","chrXIII","445609","448086","-1","ORF"
"ATG7","chrVIII","445713","447605","1","ORF"
"PDR12","chrXVI","445842","450377","-1","ORF"
"APL1","chrX","445923","448025","1","ORF"
"YNG1","chrXV","446079","446738","-1","ORF"
"TRP5","chrVII","446412","448535","-1","ORF"
"ECM9","chrXI","446799","448036","-1","ORF"
"NHP10","chrIV","446967","447578","-1","ORF"
"","chrXI","447437","447679","-1","ORF"
"CYT1","chrXV","447439","448368","1","ORF"
"APP1","chrXIV","447611","449374","1","ORF"
"","chrV","447702","449024","-1","transposable element gene"
"SIF2","chrII","447709","449316","1","ORF"
"RNH203","chrXII","447982","448314","-1","ORF"
"RMD1","chrIV","447984","449276","1","ORF"
"SPC97","chrVIII","448335","450806","1","ORF"
"LSO1","chrX","448477","448758","-1","ORF"
"","chrXI","448521","450167","-1","ORF"
"","chrXII","448650","448721","-1","tRNA gene"
"PGD1","chrVII","448764","449957","-1","ORF"
"POL31","chrX","449202","450665","1","ORF"
"","chrXIII","449245","449928","1","ORF"
"","chrII","449320","449463","-1","ORF"
"MSA1","chrXV","449436","451325","1","ORF"
"","chrV","449474","449578","1","ORF"
"YMC2","chrII","449667","450656","1","ORF"
"","chrVII","449788","450123","1","ORF"
"YPT53","chrXIV","449868","450530","1","ORF"
"NPL6","chrXIII","450058","451365","-1","ORF"
"PIB2","chrVII","450197","452104","-1","ORF"
"NTH1","chrIV","450220","452475","-1","ORF"
"MRPL13","chrXI","450423","451217","-1","ORF"
"RTR1","chrV","450563","451243","-1","ORF"
"","chrVIII","450815","451153","-1","ORF"
"","chrXIV","450871","452073","1","ORF"
"VID24","chrII","450881","451969","-1","ORF"
"SUI2","chrX","451020","451934","1","ORF"
"ENO2","chrVIII","451327","452640","1","ORF"
"MEH1","chrXI","451434","451988","1","ORF"
"EMP65","chrV","451565","453235","1","ORF"
"ETS2-1","chrXII","451575","451785","-1","rRNA gene"
"RDN37-1","chrXII","451575","458432","-1","rRNA gene"
"AIP1","chrXIII","451632","453479","-1","ORF"
"ALG8","chrXV","451729","453462","-1","ORF"
"RDN25-1","chrXII","451786","455181","-1","rRNA gene"
"SUR1","chrXVI","451909","453057","-1","ORF"
"RSC4","chrXI","452201","454078","1","ORF"
"STT3","chrVII","452404","454560","1","ORF"
"NST1","chrXIV","452408","456130","1","ORF"
"MHO1","chrX","452430","453446","1","ORF"
"","chrXII","452438","452623","1","ORF"
"SND3","chrII","452658","453224","1","ORF"
"CTR2","chrVIII","452872","453441","1","ORF"
"YRB1","chrIV","453045","453650","1","ORF"
"LCL1","chrXVI","453430","453735","-1","ORF"
"COX15","chrV","453459","454919","1","ORF"
"","chrVIII","453558","453707","1","ORF"
"TDH2","chrX","453683","454681","-1","ORF"
"VPS5","chrXV","453768","455795","1","ORF"
"IML3","chrII","453793","454530","-1","ORF"
"VAM10","chrXV","453869","454213","-1","ORF"
"LGE1","chrXVI","453992","454990","-1","ORF"
"UTP15","chrXIII","454015","455556","1","ORF"
"RCR2","chrIV","454122","454754","1","ORF"
"FMO1","chrVIII","454229","455527","1","ORF"
"FOX2","chrXI","454352","457054","-1","ORF"
"","chrXII","454392","454556","1","ORF"
"TAR1","chrXII","454696","455070","1","ORF"
"","chrIV","454782","454904","1","ORF"
"ALK1","chrVII","454785","457067","1","ORF"
"AIM3","chrII","454822","457665","1","ORF"
"MAG1","chrV","455146","456036","-1","ORF"
"ITS2-1","chrXII","455182","455413","-1","rRNA gene"
"RAD57","chrIV","455201","456583","1","ORF"
"RDN58-1","chrXII","455414","455571","-1","rRNA gene"
"","chrXII","455433","455636","1","ORF"
"ITS1-1","chrXII","455572","455932","-1","rRNA gene"
"LEE1","chrXVI","455759","456664","1","ORF"
"CTF13","chrXIII","455825","457261","1","ORF"
"","chrXII","455883","456023","1","ORF"
"GYP1","chrXV","455907","457820","-1","ORF"
"RDN18-1","chrXII","455933","457732","-1","rRNA gene"
"MET3","chrX","456239","457774","1","ORF"
"DDI1","chrV","456319","457605","1","ORF"
"RHO2","chrXIV","456565","457143","1","ORF"
"ROF1","chrVIII","456591","457952","1","ORF"
"","chrXIV","456693","457169","-1","ORF"
"MAF1","chrIV","456836","458103","-1","ORF"
"KTR6","chrXVI","457118","458458","-1","ORF"
"GET1","chrVII","457163","457870","-1","ORF"
"SNO1","chrXIII","457285","457959","-1","ORF"
"TOP2","chrXIV","457704","461990","1","ORF"
"ETS1-1","chrXII","457733","458432","-1","rRNA gene"
"UBP5","chrV","457806","460223","-1","ORF"
"CMD1","chrII","457919","458362","-1","ORF"
"SPC1","chrX","458077","458361","-1","ORF"
"CKB1","chrVII","458156","458992","1","ORF"
"SNZ1","chrXIII","458408","459301","1","ORF"
"SOK1","chrIV","458542","461247","-1","ORF"
"","chrXI","458557","458670","1","tRNA gene"
"","chrII","458608","458832","1","ORF"
"CAL4","chrX","458641","459426","-1","ORF"
"","chrXVI","458796","459005","1","ORF"
"OAZ1","chrXVI","458799","459678","1","ORF"
"ALG1","chrII","458872","460221","1","ORF"
"TOF2","chrXI","458924","461239","-1","ORF"
"JAC1","chrVII","459110","459664","-1","ORF"
"STB5","chrVIII","459299","461530","1","ORF"
"MTG1","chrXIII","459424","460527","-1","ORF"
"NRT1","chrXV","459480","461276","-1","ORF"
"RDN5-1","chrXII","459676","459796","1","rRNA gene"
"","chrX","459795","460193","-1","ORF"
"ATE1","chrVII","459854","461365","1","ORF"
"ARL3","chrXVI","459963","460559","1","ORF"
"GPI14","chrX","460382","461593","1","ORF"
"FTR1","chrV","460526","461740","-1","ORF"
"ETS2-2","chrXII","460712","460922","-1","rRNA gene"
"RDN37-2","chrXII","460712","467569","-1","rRNA gene"
"ATP25","chrXIII","460771","462609","-1","ORF"
"MNN9","chrXVI","460779","461966","-1","ORF"
"RDN25-2","chrXII","460923","464318","-1","rRNA gene"
"YSA1","chrII","461178","461873","-1","ORF"
"","chrXV","461502","461816","1","ORF"
"FPT1","chrXI","461635","462696","-1","ORF"
"KAP122","chrVII","461666","464911","1","ORF"
"","chrXV","461791","462039","1","ORF"
"TMA22","chrX","461829","462425","1","ORF"
"TRP1","chrIV","461842","462516","1","ORF"
"RUF8","chrII","462136","463086","1","ncRNA gene"
"SUS1","chrII","462139","462579","1","ORF"
"","chrIV","462252","462602","-1","ORF"
"","chrV","462386","462823","-1","ORF"
"TCB2","chrXIV","462411","465947","1","ORF"
"DIG1","chrXVI","462481","463839","-1","ORF"
"OYE2","chrVIII","462502","463704","1","ORF"
"","chrXII","462522","462671","-1","ORF"
"LSM5","chrV","462585","462866","1","ORF"
"","chrX","462721","464253","1","ORF"
"CYC8","chrII","462870","465770","-1","ORF"
"SCC4","chrV","462968","464842","-1","ORF"
"GAL3","chrIV","463434","464996","1","ORF"
"","chrXIII","463554","463625","1","tRNA gene"
"","chrXI","463739","464116","-1","ORF"
"","chrXIII","463934","464827","-1","ORF"
"PRY2","chrXI","463959","464948","1","ORF"
"ITS2-2","chrXII","464319","464550","-1","rRNA gene"
"CAM1","chrXVI","464401","465648","1","ORF"
"SUF11","chrXV","464450","464551","1","tRNA gene"
"ILV3","chrX","464451","466208","-1","ORF"
"","chrXV","464469","464630","1","ORF"
"RDN58-2","chrXII","464551","464708","-1","rRNA gene"
"ITS1-2","chrXII","464709","465069","-1","rRNA gene"
"SGO1","chrXV","464771","466543","1","ORF"
"BIL2","chrVII","465043","465435","-1","ORF"
"","chrIV","465051","465383","-1","ORF"
"RDN18-2","chrXII","465070","466869","-1","rRNA gene"
"","chrVIII","465178","465669","1","ORF"
"","chrV","465203","465613","-1","ORF"
"SPT15","chrV","465303","466025","1","ORF"
"YPT52","chrXI","465367","466071","-1","ORF"
"","chrII","465566","466048","1","ORF"
"SNQ2","chrIV","465919","470424","1","ORF"
"SGF11","chrXVI","465962","466261","1","ORF"
"PUF4","chrVII","466141","468807","1","ORF"
"","chrV","466185","466763","1","ORF"
"PEA2","chrV","466208","467470","-1","ORF"
"","chrVII","466237","466398","-1","ORF"
"MUB1","chrXIII","466300","468162","1","ORF"
"SNN1","chrXIV","466334","466642","1","ORF"
"ESS1","chrX","466521","467033","-1","ORF"
"ELC1","chrXVI","466644","466943","-1","ORF"
"CDC21","chrXV","466675","467589","-1","ORF"
"","chrX","466786","467148","1","ORF"
"ETS1-2","chrXII","466870","467569","-1","rRNA gene"
"","chrVIII","466932","467114","1","ORF"
"","chrVIII","466958","467062","-1","ORF"
"","chrXI","466961","468667","-1","ORF"
"","chrVIII","466990","467061","1","tRNA gene"
"MKT1","chrXIV","467131","469623","1","ORF"
"SVP26","chrVIII","467228","467914","1","ORF"
"TES1","chrX","467232","468281","-1","ORF"
"RAD16","chrII","467248","469620","1","ORF"
"VPS16","chrXVI","467260","469656","1","ORF"
"","chrXV","467390","467623","1","ORF"
"","chrX","468001","468333","1","ORF"
"UFE1","chrXV","468212","469252","1","ORF"
"RGD3","chrVIII","468219","470576","1","ORF"
"SPI1","chrV","468370","468816","1","ORF"
"SRT1","chrXIII","468445","469476","-1","ORF"
"REC107","chrX","468555","469579","-1","ORF"
"RDN5-2","chrXII","468813","468931","1","rRNA gene"
"","chrXII","468827","468958","-1","ORF"
"PDR1","chrVII","469092","472298","-1","ORF"
"ASP3-1","chrXII","469317","470405","-1","ORF"
"SKI7","chrXV","469377","471620","-1","ORF"
"","chrV","469457","469530","1","tRNA gene"
"UBP3","chrV","469686","472424","-1","ORF"
"MIC60","chrXI","469717","471339","1","ORF"
"LYS2","chrII","469748","473926","-1","ORF"
"LSM8","chrX","469784","470113","1","ORF"
"","chrX","469804","470205","-1","ORF"
"LAF1","chrXIII","469848","472352","-1","ORF"
"","chrXVI","469926","470474","-1","ORF"
"NOP4","chrXVI","469939","471996","1","ORF"
"END3","chrXIV","470053","471102","-1","ORF"
"MDE1","chrX","470230","470964","-1","ORF"
"","chrVIII","470939","471412","-1","ORF"
"GND1","chrVIII","470960","472429","1","ORF"
"BNA1","chrX","471138","471671","-1","ORF"
"SAL1","chrXIV","471377","472861","1","ORF"
"HEL1","chrXI","471694","473349","-1","ORF"
"RPL4B","chrIV","471853","472941","1","ORF"
"RTS2","chrXV","471899","472597","1","ORF"
"","chrXII","472113","472457","1","ORF"
"RDN5-3","chrXII","472465","472583","1","rRNA gene"
"","chrXII","472479","472610","-1","ORF"
"","chrV","472657","473988","-1","ORF"
"BUD21","chrXV","472725","473369","1","ORF"
"SSP1","chrVIII","472744","474459","1","ORF"
"","chrX","472760","474082","1","transposable element gene"
"","chrX","472760","478028","1","transposable element gene"
"ERG4","chrVII","472855","474276","1","ORF"
"","chrXIII","472902","473264","-1","ORF"
"ASP3-2","chrXII","472969","474057","-1","ORF"
"SSN3","chrXVI","473040","474707","-1","ORF"
"PSF1","chrIV","473157","473783","1","ORF"
"PMS1","chrXIV","473391","476012","1","ORF"
"YPK2","chrXIII","473420","475453","-1","ORF"
"ATX2","chrXV","473475","474416","-1","ORF"
"","chrV","473485","474051","1","ORF"
"","chrXI","473723","475900","-1","ORF"
"PET122","chrV","474041","474805","-1","ORF"
"RAD61","chrIV","474046","475989","1","ORF"
"","chrII","474199","474726","-1","ORF"
"TKL2","chrII","474392","476437","-1","ORF"
"SCL1","chrVII","474489","475247","-1","ORF"
"DIA2","chrXV","474594","476792","1","ORF"
"PFS1","chrVIII","474627","475340","-1","ORF"
"OXA1","chrV","475020","476228","1","ORF"
"MRX11","chrXVI","475118","475741","-1","ORF"
"MPO1","chrVII","475545","476069","1","ORF"
"","chrVIII","475706","475778","-1","tRNA gene"
"","chrXII","475764","475976","1","ORF"
"PGM2","chrXIII","475897","477606","-1","ORF"
"ISM1","chrXVI","475993","479001","-1","ORF"
"KOG1","chrVIII","475999","480672","-1","ORF"
"SWS2","chrXIV","476188","476619","-1","ORF"
"IRS4","chrXI","476216","478063","-1","ORF"
"LEU1","chrVII","476313","478652","-1","ORF"
"","chrXII","476333","481601","-1","transposable element gene"
"BEM2","chrV","476345","482848","-1","ORF"
"EOS1","chrXIV","476932","478032","-1","ORF"
"TGL5","chrXV","476939","479188","-1","ORF"
"TEF2","chrII","477671","479047","1","ORF"
"HED1","chrIV","477797","478285","1","ORF"
"","chrIV","477960","478199","-1","ORF"
"","chrXIII","478064","478258","1","ORF"
"YKU80","chrXIII","478301","480190","-1","ORF"
"VPS51","chrXI","478338","478832","1","ORF"
"","chrX","478344","479666","1","transposable element gene"
"","chrX","478344","483612","1","transposable element gene"
"DAD1","chrIV","478474","478758","-1","ORF"
"TPM1","chrXIV","478566","479165","-1","ORF"
"KCS1","chrIV","479115","482267","-1","ORF"
"","chrXVI","479225","480175","1","ORF"
"ALY1","chrXI","479234","481981","1","ORF"
"","chrXV","479296","479637","-1","ORF"
"MUD1","chrII","479338","480323","1","ORF"
"WHI5","chrXV","479533","480420","1","ORF"
"NIS1","chrXIV","479768","480991","1","ORF"
"PMA1","chrVII","479910","482666","-1","ORF"
"","chrXVI","480182","480373","1","ORF"
"","chrXII","480279","481601","-1","transposable element gene"
"CBP6","chrII","480435","480923","-1","ORF"
"MET31","chrXVI","480535","481068","1","ORF"
"LPX1","chrXV","480587","481750","1","ORF"
"","chrXIII","480621","480693","-1","tRNA gene"
"IKI1","chrVIII","480990","481919","1","ORF"
"GRS1","chrII","481364","483367","-1","ORF"
"APJ1","chrXIV","481391","482977","1","ORF"
"EGD1","chrXVI","481428","481901","-1","ORF"
"","chrXII","481873","482037","1","ORF"
"GPI16","chrVIII","482005","483837","-1","ORF"
"OST3","chrXV","482033","483085","1","ORF"
"RDN5-4","chrXII","482045","482163","1","rRNA gene"
"","chrXII","482059","482190","-1","ORF"
"NTR2","chrXI","482171","483139","-1","ORF"
"","chrII","482326","482484","-1","ORF"
"ASP3-3","chrXII","482549","483637","-1","ORF"
"","chrIV","482670","483860","-1","ORF"
"PMA2","chrXVI","482843","485686","1","ORF"
"","chrVII","482941","483027","-1","ORF"
"SPG4","chrXIII","483014","483361","1","ORF"
"TCB1","chrXV","483219","486779","-1","ORF"
"BRP1","chrVII","483260","483637","1","ORF"
"MYG1","chrV","483325","484341","-1","ORF"
"RQT4","chrXI","483419","485011","1","ORF"
"MKS1","chrXIV","483556","485310","1","ORF"
"RBH2","chrX","483959","486196","-1","ORF"
"MRPL36","chrII","483970","484503","-1","ORF"
"PTH1","chrVIII","484028","484600","1","ORF"
"ILV2","chrXIII","484084","486147","1","ORF"
"GCV1","chrIV","484163","485365","-1","ORF"
"TFC1","chrII","484742","486691","-1","ORF"
"COG3","chrV","484788","487193","1","ORF"
"ERG9","chrVIII","484845","486179","1","ORF"
"DBP7","chrXI","485144","487372","-1","ORF"
"","chrXII","485345","485689","1","ORF"
"","chrVII","485423","485533","1","ORF"
"IMP4","chrXIV","485607","486479","1","ORF"
"RDN5-5","chrXII","485697","485815","1","rRNA gene"
"","chrXII","485711","485842","-1","ORF"
"DAS2","chrIV","485746","486444","-1","ORF"
"PMC1","chrVII","485921","489442","1","ORF"
"ASP3-4","chrXII","486201","487289","-1","ORF"
"CTF8","chrVIII","486230","486631","-1","ORF"
"","chrII","486507","486866","1","ORF"
"","chrXVI","486564","486911","-1","ORF"
"GEA1","chrX","486586","490812","-1","ORF"
"MYO5","chrXIII","486587","490246","1","ORF"
"","chrXVI","486712","487209","1","ORF"
"MLF3","chrXIV","486766","488124","-1","ORF"
"FAL1","chrIV","486804","488003","1","ORF"
"LNP1","chrVIII","486826","487662","1","ORF"
"PTC4","chrII","487199","488380","-1","ORF"
"","chrV","487331","487402","-1","tRNA gene"
"SRL4","chrXVI","487362","488207","-1","ORF"
"","chrXV","487439","487512","1","tRNA gene"
"YVC1","chrXV","487707","489734","1","ORF"
"EGD2","chrVIII","487712","488236","-1","ORF"
"RPC37","chrXI","487770","488618","1","ORF"
"ATG31","chrIV","488072","488662","-1","ORF"
"","chrXV","488286","489734","1","ORF"
"MSK1","chrXIV","488386","490116","1","ORF"
"","chrVIII","488653","489027","-1","ORF"
